userId,id,agent,american,attempt,based,beautiful,begins,believes,boy,british,brother,century,child,city,class,come,comedy,comes,country,couple,crew,daughter,day,dead,death,different,director,dr,end,eventually,falls,family,father,fight,film,finds,friend,friends,friendship,gets,girl,goes,help,high,husband,john,just,later,learns,life,lives,living,long,love,make,man,meet,meets,men,mother,mr,murder,mysterious,named,new,night,novel,old,paris,people,police,popular,prison,real,relationship,rock,romance,school,set,ship,small,son,soon,start,story,strange,summer,tells,time,town,tries,war,way,wife,woman,women,world,year,years,york,young
50,"[296, 318, 480, 527, 780, 858, 1213, 2959]",0.0,0.036591608865170815,0.0,0.0,0.0,0.0,0.048116221226048785,0.06645956236085275,0.0,0.0,0.05365134230665919,0.0,0.0,0.0,0.0,0.03399783889837639,0.041179172289352875,0.0,0.0,0.0,0.0,0.09794543838017503,0.0,0.08751412232308808,0.08235834457870575,0.04024887842008164,0.0,0.0,0.05365134230665919,0.0,0.14983320739375405,0.0,0.0,0.0660614730042528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05326713816517364,0.0590301314312958,0.08408729570150106,0.0,0.0,0.055638785691407545,0.048116221226048785,0.1266029309376977,0.0,0.0,0.0,0.034948616202621886,0.0,0.0,0.0,0.031286375141373834,0.0,0.04710092062826934,0.0,0.0,0.03781586211312327,0.0,0.0,0.0,0.0,0.05550342485780922,0.0,0.033229781180426375,0.0,0.046166934616778996,0.041179172289352875,0.0,0.0,0.0,0.03188357472793581,0.0,0.0,0.046166934616778996,0.028018931870557776,0.08934696778595735,0.1668528287988611,0.06994009981345074,0.0,0.10682615238277803,0.0,0.0,0.03484688731465598,0.0,0.04710092062826934,0.0,0.0,0.0,0.0,0.0,0.047998106896245764,0.0,0.05539151135300292
151,"[318, 527, 1213, 2959, 3, 11, 19, 21, 58, 110, 172, 225, 260, 265, 339, 342, 435, 442, 494, 497, 509, 586, 593, 594, 653, 750, 802, 805, 912, 920, 1127, 1250, 1259, 1266, 1370, 1376, 1394, 1408, 1610, 1641, 1682, 1917, 1961, 2001, 2019, 2115, 2268, 2302, 2355, 2470, 2617, 2762, 3033, 3101, 3418, 3578, 6934]",0.02402711779182894,0.0481379556174282,0.006572687979403376,0.030662739226370642,0.02998871686123798,0.006901532645650171,0.02287166173177019,0.0,0.025379915997577166,0.029987776130007148,0.006521186056075111,0.013153499838497897,0.02346328934816116,0.009885392860945892,0.0,0.012639185674986895,0.007751366174212229,0.030313557904738952,0.013133900554131307,0.0376528700037154,0.013554650004456228,0.0,0.008753451590007235,0.04529297249484005,0.01041005009893087,0.017573431408022283,0.01115731359226159,0.010189317332876218,0.0,0.020585025264858302,0.05939331272386262,0.03646166031142872,0.008071099450802293,0.04032690654567212,0.01125570917606833,0.019918271661409057,0.005634267513161032,0.03319278831671776,0.02098638467906074,0.005292293729715302,0.021749082598133167,0.0360198983146988,0.007299210558086856,0.014454100161248245,0.0237716736370937,0.014807479840790703,0.018889400455684876,0.007152276636865768,0.046103334289075974,0.012406031789501096,0.016291457928069235,0.028792961389310364,0.04369425234438172,0.003340896257228955,0.05397257678224532,0.0034243304626981196,0.02278122561152438,0.01663427690151935,0.01735252423885728,0.011121348957883975,0.028170110929427707,0.01209531769444107,0.01945299631538756,0.04264741188767218,0.010670026522029651,0.02661954739606016,0.011848671460433164,0.0,0.03362373550915077,0.027927267335669317,0.02006174506051759,0.016334863680937728,0.021056579833990837,0.009567538251189027,0.02561559065043539,0.007422124720656226,0.013222560389670434,0.02312120319069593,0.0,0.007569172359615657,0.01581077757321772,0.026286937040726554,0.035169533288926434,0.028571454915006,0.04792693632481829,0.020777420932574047,0.02509701949369671,0.0173388440789732,0.03579532087350268,0.027360599322117245,0.012659155805175045,0.030012491056244126,0.045714709950776596,0.025531840308654397,0.0,0.02238629153161434,0.006960483082604378,0.03882721691755478,0.02604144233554255,0.05227968036426498
162,"[296, 318, 21, 172, 494, 593, 2, 95, 153, 161, 165, 173, 235, 288, 292, 316, 329, 344, 349, 380, 434, 588, 592, 595]",0.0,0.03158612913043582,0.04285812553821553,0.01332304819300459,0.0,0.00835867788322817,0.0,0.02458099088993798,0.0,0.05975621556180755,0.0,0.01671735576645634,0.0,0.0,0.0,0.052141896933862286,0.019236467225260744,0.045049466896368455,0.033347013976141086,0.08306253186875227,0.05043708082148866,0.0432074123821449,0.0,0.053198585494168116,0.0,0.046149425777801234,0.0,0.0,0.0,0.0,0.045149775905791195,0.04940699161337806,0.0,0.05361261426529795,0.01827742543166771,0.025149144488824656,0.0,0.012651577880084468,0.011947878903048445,0.00737126033540755,0.0,0.02300394026046042,0.02690305970230723,0.008155017735483458,0.07761063221687368,0.06162556342372084,0.0,0.0,0.04501335200654994,0.04105401995909486,0.0757016196794416,0.0,0.0,0.0,0.02269477631399802,0.0,0.0,0.0,0.007504622423782265,0.026413203774974442,0.0,0.0435860342233542,0.0,0.03592942005103479,0.021429003528026777,0.035337300001907684,0.03929382027384935,0.0,0.018501141619269742,0.0,0.0,0.04375721951181888,0.02186705293767337,0.04439637790248308,0.0,0.0,0.0,0.019606830498130317,0.03083652028973124,0.02997967782633315,0.0,0.006720865023706358,0.0,0.027984221443606645,0.07405879865250094,0.04724153015504473,0.019152474398389113,0.01723026519492955,0.05014585722119851,0.0,0.0,0.024182918910021025,0.04231281548184398,0.0,0.0,0.013484452965363372,0.03172618255285133,0.015999368965415255,0.017934607611338624,0.0405737529975071
260,"[296, 318, 260, 4886, 4993, 68954]",0.05955477286183119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06093129420240002,0.0,0.0,0.0,0.07692874661345785,0.0,0.07640508106322766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0787068419083944,0.07114253343192097,0.0,0.0,0.0,0.0,0.16880390791693026,0.0,0.0,0.0,0.0,0.0,0.05829810733518543,0.0,0.0,0.0,0.1467413968817457,0.1467413968817457,0.0,0.0,0.0,0.0,0.0,0.0,0.15356387588219397,0.06245296794757693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12639760933794544,0.0,0.0,0.09325346641793432,0.0,0.0,0.0,0.0,0.06245296794757693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06399747586166102,0.0,0.0
420,"[68954, 231, 1580, 6373, 8874]",0.11160091588248829,0.10146014555599032,0.0,0.09981938998129912,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09024442301531545,0.0,0.0,0.0,0.0,0.0,0.10736320893195377,0.107132072770932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10120973664211212,0.0,0.0,0.07146871261075993,0.0,0.0,0.11476729198860902,0.0,0.0,0.0,0.0,0.0,0.11958156310809279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08536488635093684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07764879424106774
421,"[480, 11, 110, 260, 339, 497, 653, 1610, 1641, 2302, 2, 173, 316, 349, 380, 588, 1580, 141, 158, 160, 377, 440, 457, 597, 648, 1265, 1544, 1552, 1608, 1676, 1721, 1923, 2006]",0.043517470207061204,0.03895991850885103,0.0,0.02068611444777207,0.04128406349775817,0.006079038460529578,0.010512136266730168,0.011711271214206558,0.0,0.01786352116392525,0.0,0.03176332627552909,0.011026350808649462,0.012054406583465115,0.011151844280391328,0.03342664223450595,0.026526006230496293,0.055823625873600374,0.0,0.015597867268131043,0.020928208957065722,0.02406390294800196,0.0,0.02376450267406977,0.037946654917233494,0.00975730385941373,0.0,0.0,0.011672846029011745,0.0,0.058799833654101956,0.04180501444247267,0.0,0.06413066791403199,0.02177483675355828,0.00555736861940379,0.06857881665359435,0.0,0.008689366474944324,0.03490035650947775,0.015207013052142365,0.020485183411787677,0.008453405074078598,0.0059309219894425145,0.010757133251949724,0.04790088572005124,0.022582934248341235,0.013092210660032017,0.04374638989111102,0.023917010489467302,0.006079038460529578,0.011023702682063655,0.05814307860816038,0.0,0.028417423378796294,0.0,0.02088997551180515,0.051471800078621,0.032788001514405814,0.01789064653353917,0.010599655879124623,0.04127138839669124,0.03930481668163683,0.034683597530016014,0.0297933787279343,0.024253157102202938,0.012797969053739708,0.0,0.028342144552667516,0.011355085081377624,0.010836005606693355,0.02695089350722423,0.05100093494854896,0.05618268932230643,0.0,0.013853099098557762,0.011236823645929504,0.03019292452101686,0.049613017507800436,0.018783222588469366,0.007734543689689591,0.020815084401623312,0.025529614949788195,0.03789055549386633,0.0327158481146783,0.02158984361012828,0.038386065182045154,0.01719054944746518,0.0828168745431337,0.022380862672121266,0.008941967190597514,0.0,0.012349327487824323,0.0411857015349838,0.013092210660032017,0.008732125264447216,0.005431820055202842,0.013365525634116223,0.0,0.049667879609665296
733,"[296, 480, 527, 780, 858, 1213, 2959, 19, 21, 110, 260, 442, 593, 653, 802, 805, 1370, 1610, 1682, 1917, 1961, 2001, 2115, 2355, 2617, 2762, 3578, 6934, 2, 95, 153, 161, 165, 173, 288, 292, 316, 329, 344, 380, 434, 588, 592, 595, 4993, 231, 1580, 377, 457, 597, 648, 1608, 6, 16, 25, 70, 104, 112, 145, 150, 163, 185, 253, 293, 350, 364, 410, 454, 500, 587, 628, 778, 784, 786, 788, 1089, 1092, 1391, 1393, 1407, 1573, 1584, 1653, 1729, 1954, 2000, 2011, 2012, 2023, 2028, 2054, 2640, 2701, 3052, 4011, 4995, 6016, 8665, 8961, 45722, 58559]",0.02776937226263362,0.03476903520779462,0.01753968021750129,0.026758973515205644,0.006544716098121322,0.01342741852862725,0.012704271441009513,0.009442017289713769,0.012353854032243582,0.02448910100258294,0.008623794290758168,0.015039375152893525,0.021318979808956962,0.02600021767050383,0.011636653433871899,0.018475060415294432,0.027513478128145866,0.01810084562947688,0.019283257709276136,0.02711093790556804,0.02914359196854461,0.01778760109518495,0.0091043827853952,0.016594016452237896,0.017025797940089387,0.02847095821461201,0.006296701730286245,0.003947013481425934,0.004249611271814589,0.015818771345729055,0.04847317182324093,0.03834869487684657,0.009936538380963955,0.04779124815532975,0.030306005793181823,0.019691494242814623,0.012907495075763917,0.01314259232298344,0.01671852780252961,0.014515095291746294,0.018577541566218467,0.02199993918397397,0.019590301038931716,0.015292863813885083,0.025596061891588,0.02750065277459769,0.009908194923116325,0.012913242218055735,0.06613956822382049,0.02062647642335879,0.018080551126390672,0.017659380764456663,0.041865726385163636,0.012793740274963166,0.04956104106741155,0.01656439103699007,0.01715271666882561,0.012471951063864171,0.018860905171043267,0.013597189546364874,0.02465698902248567,0.02062039511806058,0.024894653494107997,0.048334515820279665,0.013066000787270389,0.01970810996942092,0.02303483854003148,0.014911414078593638,0.0031571052851295757,0.005916233334936362,0.011629384803896544,0.010397755131521318,0.03366848711163251,0.019790648741407492,0.026076562578175234,0.003847015198538072,0.02566489353034338,0.02407765721301235,0.020319261147650577,0.02376089549578371,0.025677720147598837,0.032955239899420674,0.022007648856112894,0.05185636632750026,0.025711374953998677,0.014016981259751655,0.02472590266416497,0.02138393639980874,0.034894600773510566,0.015793654792604826,0.005259984623292466,0.023581790606763388,0.020656019447104417,0.02275221619355429,0.002916355749042102,0.02129937185144289,0.012340985063880478,0.016834278459436886,0.028639876024931326,0.0638825706003607
841,"[910, 2699]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12405005268934899,0.2652164259995977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22425585391814132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26840392704358973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32805423229639824,0.0,0.11212792695907066,0.0,0.0,0.0,0.10844768247624233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26907514585169057,0.0,0.0,0.26122254388928434,0.0,0.0,0.0,0.0,0.09274374539196545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10366904413652647,0.0,0.0,0.0,0.0,0.0,0.0
942,"[318, 2959, 68954, 2028, 8665, 8961, 58559, 5618, 48780, 74458]",0.0,0.0,0.0,0.06807450538115861,0.0,0.0,0.0,0.0,0.0,0.024834417045364578,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0381410437849922,0.07087787955712378,0.06803477319023614,0.0,0.0,0.0,0.07973499153768838,0.0,0.0,0.0,0.026604346566750835,0.0,0.0381410437849922,0.05394186425693927,0.08472102254089682,0.0,0.018610663503193122,0.0,0.0,0.039749844784220514,0.04132811078806024,0.0,0.0,0.0,0.0,0.03672073112565649,0.0,0.0,0.039043463834767936,0.0,0.0,0.04451102855312604,0.0,0.05287888371125234,0.0,0.02985725294237206,0.035826026289458544,0.0,0.07087787955712378,0.061327169965848236,0.03672073112565649,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.04136558871556071,0.04440273988624738,0.0,0.0,0.0,0.1,0.035826026289458544,0.0,0.03885485350523453,0.03359807044851591,0.0,0.0732889462125983,0.0,0.0,0.0,0.07147757422876588,0.0,0.055952079850760596,0.0,0.0,0.035598505350703746,0.0,0.0,0.0,0.03427778046332326,0.0,0.021691623530014328,0.026604346566750835,0.0,0.0,0.031012939533383306,0.0,0.0
1243,"[296, 527, 780, 858, 2959, 11, 110, 225, 260, 339, 497, 586, 653, 912, 920, 1370, 1641, 1682, 1917, 1961, 2001, 2115, 2268, 2470, 2617, 2762, 3101, 3578, 6934, 2, 165, 235, 344, 380, 595, 4886, 4993, 68954, 231, 1580, 377, 457, 597, 648, 1552, 1608, 1676, 1721, 1923, 2006, 145, 150, 253, 364, 454, 500, 587, 788, 1092, 1393, 1573, 1584, 1954, 2000, 2011, 2012, 2028, 2054, 2701, 4995, 8665, 45722, 58559, 910, 48780, 5, 17, 168, 186, 466, 508, 590, 832, 953, 1088, 1090, 1380, 1387, 1485, 1645, 1732, 1777, 1909, 2003, 2100, 2291, 2324, 2671, 2791, 3160, 3176, 4025, 4896, 5816, 5995, 40815, 46578]",0.027452134314938686,0.027748333053859504,0.02411622249017836,0.016807826620594653,0.01770235092332871,0.010640059885484882,0.011538504434811832,0.013667280424749932,0.007313479945923146,0.026136783506178998,0.016789402627822633,0.01624694007583488,0.018862028744600353,0.01306350857247055,0.017614916718531645,0.007245118107633026,0.010286049245511485,0.026171849937669824,0.0033200464559198575,0.017541402612314336,0.02223760423603048,0.02710535288106856,0.011971737703046426,0.029341766079747145,0.030370852868689648,0.010927345346815128,0.023350682977069374,0.011473569782205517,0.014345670276835283,0.01396934991941011,0.053467754323587816,0.043981592573914624,0.006811084818444857,0.03368067926669093,0.033792688270138864,0.020307747645363496,0.0251721076928849,0.0028377370945983854,0.024127383763754038,0.02250612361705578,0.02326707893481243,0.01597487095498402,0.010327504277342693,0.015924065898451266,0.02357159158863696,0.03369689479478547,0.013696829656426285,0.020796730096283186,0.05294642375962658,0.013261216822532925,0.009552525597761135,0.01472608344637148,0.04822940840021927,0.005127956537912485,0.05207897100347179,0.0039452367013681575,0.009215873865775827,0.016697135139168724,0.0213279065030799,0.018352406353174255,0.02052272610917816,0.02713001883354563,0.024430229128167686,0.03535864471331491,0.024375621605193364,0.007277025405211474,0.01659637024328912,0.0038659428706131504,0.026715009120861093,0.013989049860321635,0.007093969999175538,0.013412804410653264,0.0313791157829028,0.010035199822172916,0.010377095093552731,0.010675083513139132,0.017252612498886405,0.019765411081435747,0.016910588935890324,0.022164642341109497,0.017493297175014685,0.04620807597344981,0.019704182627195668,0.038130232512027365,0.008997274708446697,0.0019898144105489845,0.015529812939330614,0.03680166941989062,0.026246011613723738,0.024995381557334828,0.017810368318054538,0.015889631667128597,0.01580920464452952,0.025980970288439712,0.006284106754393445,0.024105384858073172,0.01712234044601876,0.03276020529388124,0.007696741831296041,0.050045359451808075
